CIT_ID_NO_x,legal_form,sector,province,small_business,revenue,expenditure,income,tax_free_income_total,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,citax,weight_x,tax_collected_under_current_policy,weighted_tax_collected_under_current_policy,ID_NO,CIT_ID_NO_y,tax_collected_under_benchmark_cit_rate_small_business,weight_y,weighted_tax_collected_under_benchmark_cit_rate_small_business,tax_expenditure_Small Corporations Tax rate,tax_expenditure_Rate at which Small Corporations are Taxed,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,"tax_expenditure_Revenue(s) Tax-Free, Intended For Statutory Purposes or Other Purposes","tax_expenditure_Dochody(Przych.) Wolne Od Pod.,Cele Stat.",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,tax_expenditure_Tax-Free Income from (Article 17 (1) (4)),tax_expenditure_Dochody Wolne Od Podatku (Art.17 Ust.1 Pkt 4),CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,tax_expenditure_Tax Free Income from Non-Agricultural Activities,tax_expenditure_Dochody Z DziaÅ‚alnoÅ›ci Pozarolniczej-Wolne Od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,"tax_expenditure_Grants, Subsidies, Surcharges And Other Gratuitous Benefits","tax_expenditure_Dotacje, Subwen., DopÅ‚aty I Inne Nieodp. Swiad.-Wolne Od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,tax_expenditure_Totax-Free Income Pursuant to Article 17 Clause 1 point 23 and 24,tax_expenditure_DochÃ³d Wolny Od Podatku na Podstawie Art. 17 Ust.1 Pkt 23 I Pkt 24,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 34,tax_expenditure_Dochody Wolne Od Podatku Na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 39,tax_expenditure_Dochody Wolne Od Podatku na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,"tax_expenditure_Income of Housing Cooperatives, Housing Associations-Tax Free","tax_expenditure_Dochody SpÃ³Å‚dzielni Mieszkan.,WspÃ³lnot Mieszkan-Wolne od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,tax_expenditure_Subsidies from the State Budget or Local Government-Tax-Free,tax_expenditure_Dotacje z BudÅ¼etu PaÅ„stwa Lub Jst- Wolne od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,tax_expenditure_Amounts from Government Agencies or Executive Agencies-Tax-Free,tax_expenditure_Kwoty od Agencji RzÄ…dowych Lub Agencji Wykonawczych-Wolne od Podat.,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,tax_expenditure_Income of Agricultural Producer Groups-Tax Free,tax_expenditure_Dochody Grup ProducentÃ³w Rolnych-Wolne od Podatku Na,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,tax_expenditure_Income from Paying Financial Programs from Central Europe-Tax Free,tax_expenditure_Dochody z Tyt. PÅ‚atn. Progr.Finans.z Udz.Å›rod.Europ.-od Podatku,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,"tax_expenditure_Income from Environmental Finances, Received by Project Participant-Free of Tax","tax_expenditure_Dochody z Tyt. Å›rod.Fin., Otrz. Przez Uczest.Proj.-Wolne od Podatku",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,tax_expenditure_Other Income-Free of Tax Pursuant to Article 17 clause 1,tax_expenditure_PozostaÅ‚e Dochody (Przychody) Wolne od Podatku z Art.17 Ust.1 ,CIT_ID_NO,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,weight,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,tax_expenditure_Tax-Free Income-Other,tax_expenditure_Dochody Wolne od Podatku-Inne
113,0.0,Entertainment,Kujawsko-Pomorskie,0,8648287.71,8553061.07,95226.6400000006,95226.64,5.966285243630409e-10,0.0,5.966285243630409e-10,1.1335941962897778e-10,800,1.1335941962897778e-10,9.068753570318222e-08,A113,113,0,800,0,0.0,0.0,113,18093,800,14474449,14.47444928,14.47444928,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0,113,0,800,0,0.0,0.0
114,0.0,Professional/Scientific,Dolnośląskie,0,8647700.72,9682805.64,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A114,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0,114,0,800,0,0.0,0.0
115,0.0,Not determined,Mazowieckie,0,8647486.16,8591702.34,55783.8200000003,0.0,55783.8200000003,0.0,55783.8200000003,10598.925800000057,800,10598.925800000057,8479140.640000045,A115,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0,115,10599,800,8479141,0.0,0.0
116,0.0,Manufacturing,Wielkopolskie,0,8646667.28,7372229.35,1274437.9299999997,0.0,1246346.7599999998,0.0,1246346.7599999998,236805.88439999995,800,236805.88439999995,189444707.51999995,A116,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0,116,236806,800,189444708,0.0,0.0
117,0.0,Manufacturing,Śląskie,0,8646319.49,7912926.25,733393.2400000002,0.0,264393.9800000002,50176.38,214217.6000000002,40701.34400000004,800,40701.34400000004,32561075.200000033,A117,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0,117,40701,800,32561075,0.0,0.0
118,0.0,Wholesale/Retail Trade,Mazowieckie,0,8646032.67,8509438.07,136594.59999999963,0.0,136594.59999999963,0.0,136594.59999999963,25952.97399999993,800,25952.97399999993,20762379.199999943,A118,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0,118,25953,800,20762379,0.0,0.0
119,0.0,Not determined,Kujawsko-Pomorskie,0,8645974.13,8858892.29,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A119,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0,119,0,800,0,0.0,0.0
120,0.0,ICT,Mazowieckie,0,8645966.64,8042254.23,603712.4100000001,0.0,559712.4100000001,0.0,559712.4100000001,106345.35790000003,800,106345.35790000003,85076286.32000002,A120,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0,120,106345,800,85076286,0.0,0.0
121,0.0,Real Estate,Kujawsko-Pomorskie,0,8645734.33,6546616.29,2099118.04,917889.01,1181229.03,0.0,1181229.03,224433.51570000002,800,224433.51570000002,179546812.56,A121,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,398832,800,319065942,139.51912951999998,139.51912951999998,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0,121,224434,800,179546813,0.0,0.0
122,0.0,Utilities,Dolnośląskie,0,8645067.54,7746045.82,899021.7199999988,0.0,899021.7199999988,0.0,899021.7199999988,170814.12679999977,800,170814.12679999977,136651301.43999982,A122,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0,122,170814,800,136651301,0.0,0.0
123,0.0,Utilities,Małopolskie,0,8644750.35,9042260.06,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A123,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0,123,0,800,0,0.0,0.0
124,0.0,Construction,Wielkopolskie,0,8644044.58,8531166.58,112878.0,0.0,112878.0,0.0,112878.0,21446.82,800,21446.82,17157456.0,A124,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0,124,21447,800,17157456,0.0,0.0
125,0.0,Professional/Scientific,Wielkopolskie,0,8643310.38,6870960.56,1772349.8200000012,0.0,1772349.8200000012,0.0,1772349.8200000012,336746.46580000024,800,336746.46580000024,269397172.64000016,A125,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0,125,336746,800,269397173,0.0,0.0
126,0.0,Construction,Wielkopolskie,0,8642796.19,8208556.17,434240.01999999955,0.0,434240.01999999955,0.0,434240.01999999955,82505.60379999991,800,82505.60379999991,66004483.039999925,A126,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0,126,82506,800,66004483,0.0,0.0
127,0.0,Entertainment,Wielkopolskie,0,8641140.7,8324717.96,316422.7399999993,316422.74,0.0,0.0,0.0,0.0,800,0.0,0.0,A127,127,0,800,0,0.0,0.0,127,60120,800,48096256,48.096256479999894,48.096256479999894,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0,127,0,800,0,0.0,0.0
128,0.0,Not determined,Śląskie,0,8639245.93,6911267.11,1727978.8199999994,0.0,1707978.8199999994,0.0,1707978.8199999994,324515.9757999999,800,324515.9757999999,259612780.63999993,A128,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0,128,324516,800,259612781,0.0,0.0
129,0.0,Utilities,Mazowieckie,0,8638864.42,8127932.75,510931.6699999999,0.0,452956.56999999995,0.0,452956.56999999995,86061.74829999999,800,86061.74829999999,68849398.64,A129,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0,129,86062,800,68849399,0.0,0.0
130,0.0,Wholesale/Retail Trade,Warmińsko-Mazurskie,0,8638487.07,8611393.53,27093.54000000097,0.0,27093.54000000097,0.0,27093.54000000097,5147.772600000184,800,5147.772600000184,4118218.080000147,A130,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0,130,5148,800,4118218,0.0,0.0
131,0.0,Wholesale/Retail Trade,Mazowieckie,0,8637979.96,8348076.61,289903.35000000056,241020.0,48883.35000000056,0.0,48883.35000000056,9287.836500000107,800,9287.836500000107,7430269.200000085,A131,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0,131,55082,800,44065309,36.63504,36.63504,131,9288,800,7430269,0.0,0.0,131,9288,800,7430269,0.0,0.0
132,0.0,Real Estate,Wielkopolskie,0,8637850.68,8437007.84,200842.83999999985,0.0,200842.83999999985,0.0,200842.83999999985,38160.13959999997,800,38160.13959999997,30528111.679999977,A132,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0,132,38160,800,30528112,0.0,0.0
133,0.0,Wholesale/Retail Trade,Mazowieckie,0,8637677.74,8367313.4,270364.33999999985,196720.99,73643.34999999986,0.0,73643.34999999986,13992.236499999974,800,13992.236499999974,11193789.199999979,A133,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,51369,800,41095380,29.901590479999996,29.901590479999996,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0,133,13992,800,11193789,0.0,0.0
134,0.0,Admin and Support Services,Małopolskie,0,8637373.72,8905030.34,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A134,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0,134,0,800,0,0.0,0.0
135,0.0,Manufacturing,Wielkopolskie,0,8637359.4,8249364.86,387994.54000000004,0.0,5.820766091346741e-11,0.0,5.820766091346741e-11,1.1059455573558808e-11,800,1.1059455573558808e-11,8.847564458847046e-09,A135,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0,135,0,800,0,0.0,0.0
136,0.0,Wholesale/Retail Trade,Mazowieckie,0,8636156.16,8680068.27,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A136,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0,136,0,800,0,0.0,0.0
137,0.0,Not determined,Małopolskie,0,8635778.77,13082869.43,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A137,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0,137,0,800,0,0.0,0.0
138,0.0,Manufacturing,Wielkopolskie,0,8635706.43,8322126.9,313579.52999999933,0.0,313579.52999999933,0.0,313579.52999999933,59580.110699999874,800,59580.110699999874,47664088.5599999,A138,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0,138,59580,800,47664089,0.0,0.0
139,0.0,Health,Małopolskie,0,8635029.95,7290181.76,1344848.1899999995,0.0,1344848.1899999995,0.0,1344848.1899999995,255521.1560999999,800,255521.1560999999,204416924.87999994,A139,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0,139,255521,800,204416925,0.0,0.0
140,0.0,Education,Mazowieckie,0,8634861.87,8412492.47,222369.3999999985,0.0,201332.5499999985,0.0,201332.5499999985,38253.18449999972,800,38253.18449999972,30602547.599999774,A140,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0,140,38253,800,30602548,0.0,0.0
